COMP ID,S100/8123,S101/8118,S102/8145,S103/8150,S104/8162,S105/8151,S106/8079,S107/8192,S108/8103,S109/8446,S110/8096,S111/8449,S112/8459,S113/8451,S114/8452,S115/8234,S116/8209,S117/8026,S118/8490,S119/8130,S120/8477,S121/8264,S122/8134,S123/8176,S124/8220,S125/8210,S126/8135,S127/8112,S128/8202,S129/8204,S130/8507,S131/8274,S132/8297,S133/8222,S134/8546,S135/8381,S136/8391,S137/8574,S138/8047,S139/8583,S140/8013,S141/8080,S142/8621,S143/8071,S144/8417,S145/8371,S146/8430,S147/8639,S148/8242,S149/8312
,,,,,,,,,,,"469,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,832,159",,,,
HMDB01301,"2,694,326","1,674,015","1,016,374","2,766,219","3,323,676","2,711,897","1,741,313","1,996,647","1,925,408","2,098,133","2,779,636","3,130,829","2,284,378","3,124,828","2,452,863","1,592,276","3,491,473","2,327,779","2,652,228","1,650,509","1,862,786","4,041,858","2,360,848","2,263,459","1,948,966","2,773,662","2,707,422","1,953,207","3,182,967","2,061,528","3,077,485","3,243,648","4,107,268","1,923,324","1,061,648","2,090,765","2,672,750","2,164,316","3,282,742","2,240,734","2,574,623","3,597,114","5,120,080","2,981,442","3,366,580","1,775,964","3,139,522","3,575,653","2,055,413","2,693,504"
HMDB29723,,"436,264",,,"104,102","507,520",,,,,,,,,,"53,580",,,,"209,370",,,,"68,925","136,445",,,,,"85,200","113,837","61,804","53,713","105,106","145,820","26,315",,"400,694","79,858","1,876,249",,,,"131,499","192,341",,,"226,254","2,875,423",
HMDB00939,"67,160","36,767","36,148","89,168","91,977","90,995","89,120","81,230","17,437","66,481","62,711","55,502","76,522","68,519","61,519","68,413","107,209","55,679","61,678","59,031","64,678","74,727","47,618","41,316","85,137","32,498","41,156","53,753","100,921","55,704","93,892","66,765","57,233","66,666","96,847","68,945","58,308","67,463","85,085","80,659","121,354","70,947","72,056","60,962","65,216","91,641","90,627","78,046","60,929","73,059"
HMDB01895,"5,954,648","4,663,275","1,883,004","620,607,424","917,678","14,079,648","5,559,336","1,160,154","1,951,556","261,731","6,118,767","7,171,584","338,248,576","14,185,185","4,080,140","2,213,774","3,243,285","33,658,472","15,691,283","2,661,153","13,676,311","45,441,388","12,773,048","1,919,537","4,086,358","2,997,208","2,058,388","1,039,424","17,714,350","499,305","4,684,441","1,275,731","524,407","6,734,866","4,994,417","475,445","15,491,185","1,697,997","11,885,931","5,374,861","1,010,679","1,277,192","53,247,096","8,846,073","55,421,600","942,697","1,337,249","11,019,014,144","1,703,198","18,287,820"
,"82,179",,,"8,933,491",,"142,314","31,001",,"12,853",,,"95,653","23,237,306","63,337",,,,"201,046","834,594",,"217,782","81,271","36,762",,,"57,292",,,"2,013,505",,"289,941",,,"68,778","20,279",,"123,300","36,817","100,591","42,361",,,"112,816","45,606","925,400",,,"6,607,277",,"72,436"
HMDB34323,"672,202","1,423,033","3,937,940","2,842,318","939,472","2,734,282","5,939,515","3,827,234","2,821,005","380,698","3,924,746","442,214","4,620,818","528,567","265,928","2,312,133","17,101,792","1,693,227","3,166,912","471,100","201,368","3,426,550","159,925","1,082,536",,"324,054","418,359","180,135","786,569","453,113","753,508","1,377,659",,"1,477,033","4,258,435","552,012","832,949","4,346,711","4,144,268","5,217,337","2,119,617","1,102,542","3,147,483","164,263","1,099,865","749,744","59,393","551,720","5,780,954","219,828"
HMDB00271,"7,716,644","9,296,891","8,720,603","6,443,577","7,470,172","9,078,393","12,516,959","9,082,668","32,049,038","6,322,128","8,478,608","8,330,605","7,776,210","8,357,056","10,156,400","11,138,139","12,078,912","13,359,516","5,807,365","7,066,003","6,640,980","9,223,038","7,390,304","8,654,020","6,321,438","7,481,262","7,142,524","8,334,588","7,217,758","7,323,748","8,761,564","9,178,237","35,553,020","10,549,503","13,487,928","9,719,181","8,835,091","12,095,169","12,341,196","16,581,964","18,522,056","12,963,007","13,306,512","12,889,502","17,016,718","17,698,664","17,026,738","12,705,061","13,944,164","15,423,060"
HMDB00792,"110,850","155,412","72,154","121,655","336,368","131,710","79,886","407,337","71,733","156,328","126,980","328,144","249,790","76,223","127,935","115,748","431,882","197,650","86,049","105,744","58,626","68,393","230,696","101,570","51,422","115,549","130,743","132,870","61,816","89,934","85,625","330,367","130,942","156,206","339,813","100,713","138,752","143,901","128,180","59,598","760,794","122,546","92,650","137,290","195,662","96,171","211,838","104,014","71,643","303,104"
HMDB00187,"158,413,552","129,445,800","159,727,280","110,698,408","166,006,752","169,409,408","165,513,776","147,883,968","218,210,544","127,071,704","137,728,416","159,637,328","136,458,304","168,906,320","184,448,080","166,929,456","224,957,584","138,583,616","220,624,080","134,709,248","217,834,960","137,240,384","139,207,312","131,960,320","148,119,888","134,462,704","169,908,480","155,241,856","141,539,664","146,801,216","113,319,032","162,316,048","177,505,040","130,171,896","170,892,496","189,937,616","160,420,384","202,273,040","133,541,088","172,926,896","163,272,704","210,513,264","214,068,688","177,166,208","148,043,280","204,072,992","127,720,008","222,403,952","160,795,808","154,390,848"
HMDB00259,"1,340,548","1,191,207","457,401","781,328","872,424","1,545,753","1,037,092","380,273","273,236",,"614,751",,"429,349","118,096","121,547","543,588","796,834","485,550","568,296","1,262,603","881,042","2,370,402","286,125","1,091,536",,"694,944","323,740","697,211",,"61,567","471,011",,"560,057","2,219,913","2,175,945",,"611,632","356,459","2,191,032","341,506","542,910","1,362,600","1,054,986","3,262,793","761,126","499,540","3,766,263","1,701,402","736,808","423,489"
HMDB02108,"3,475,322","830,487","5,918,352","987,304","1,221,379","2,791,949","2,737,376","1,289,695","1,560,313","3,968,880","1,406,791","2,236,660","1,092,160","1,884,514","1,898,419","1,947,440","1,524,703","1,711,339","2,989,482","846,991","1,365,935","1,438,817","1,011,481","1,802,278","996,555","803,817","683,766","1,250,538","1,173,047","1,098,165","857,748","746,321","934,886","735,619","2,329,862","1,345,197","1,961,808","664,861","941,329","1,291,755","1,249,401","1,246,614","822,498","2,498,279","873,474","1,573,795","1,023,624","1,113,392","1,066,831","1,059,203"
HMDB29432,"12,486,286","3,292,002","13,428,031","3,527,222","4,884,269","15,315,799","4,138,811","2,474,172","6,360,669","27,485,556","4,760,591","15,450,543","6,505,793","10,303,298","9,745,623","9,761,742","3,297,778","4,817,762","10,999,457","2,559,693","6,349,171","7,236,344","3,183,350","7,515,204","4,585,039","3,460,483","3,178,993","6,542,739","4,840,649","7,581,510","3,523,758","2,774,523","3,702,207","2,661,654","11,451,764","7,693,021","7,996,248","2,520,783","4,884,214","5,564,640","4,190,584","7,428,747","3,762,065","21,827,276","2,926,885","5,628,709","1,711,159","3,288,597","3,954,069","5,096,475"
HMDB38670,,"91,489",,,"512,772",,"123,433","129,922",,"421,078",,"1,215,968","165,012","474,652","59,503","70,926","165,015",,"124,449","41,147",,"168,099",,,,"470,002",,,"64,637","66,920","164,519",,,,"96,600","106,245",,"207,151","1,862,059","86,884","64,967","59,828",,"189,826",,"64,244",,,"138,899",
HMDB01257,"1,004,252","710,837","378,986","968,803","599,257","429,344","943,694","439,860","203,538","409,960","182,351","206,077","583,297","1,066,057","609,100","420,655","959,718","681,658","718,445","674,826","509,981","664,360","878,144","220,934","1,680,501","500,335","1,293,460","1,188,930","154,054","642,307","834,974","567,734","687,040","909,399","509,527","1,145,808","652,001","583,454","572,104","268,634","1,270,960","778,965","1,192,635","984,158","471,892","558,601","1,307,455","758,138","510,653","578,865"
HMDB01256,"41,760","34,651","58,617","38,203","34,615","47,462","89,136","36,105",,"62,060",,"50,837","49,082","49,400","41,580","115,925","56,565",,"87,357","61,757",,"85,084",,,,"51,445","43,545","65,449",,"28,492","57,574","49,148","77,959","206,600","45,132","175,859",,,"103,569",,"69,850","35,777","113,013","54,179","32,137","112,220","139,401","67,786",,"24,679"
,"597,079","244,515","349,563","220,298","366,055","304,409","274,709","475,429",,,"309,602","264,655","256,850",,,"388,739","471,861",,,"426,209",,"330,816",,"268,543",,"414,093",,,,,"302,237",,,"238,668","412,101","170,217","188,611",,"432,369","120,191","162,031","353,480","319,727","307,485",,"237,557","332,924","419,309","176,624",
HMDB00269,"513,211","337,933","377,741","234,574","509,147","251,426","291,097","541,282","222,377","248,221","307,524","305,002","255,743","182,951","248,689","317,159","555,848","207,056","364,689","675,089","237,163","526,467","228,701","387,954","212,591","332,705","329,731","363,024","273,948","493,128","163,174","438,980","162,697","530,693","501,420","212,590","391,096","200,463","317,713","204,201","443,781","365,073","270,741","585,951","181,215","202,867","542,348","657,077","202,153","176,456"
